# Updated 03/12/2025: removed duplicate points
x,y,z  
-0.4048,7.5000,12.5162  
-0.5317,7.3783,12.3707  
-0.3904,7.4263,12.5388  
-0.3538,7.3871,12.5961  
-0.5317,7.1407,12.4220  
-0.3402,7.2178,12.6555  
-0.3402,7.0438,12.7343  
-0.1977,7.1843,12.9733  
-0.5317,7.7066,12.3829  
-0.3538,7.6129,12.5961  
-0.3402,7.7821,12.6555  
-0.3123,7.5993,12.6612  
-0.1977,7.6952,12.9187  
-0.1977,7.5660,12.8908  
-0.1977,7.4339,12.8909  
-0.1977,7.3047,12.9187  
-0.3123,7.4007,12.6612  
-0.2852,7.5392,12.7037  
-0.2852,7.4608,12.7037  
-0.1977,7.8156,12.9732  
-0.3402,7.9561,12.7342  
-0.5317,7.8591,12.4219  
-0.7754,7.5693,12.9865  
-0.7618,7.5000,13.0078  
-0.7754,7.4307,12.9865  
-0.8097,7.3939,12.9327  
-0.8487,7.4067,12.8715  
-0.8742,7.4631,12.8316  
-0.8742,7.5369,12.8316  
-0.8487,7.5933,12.8715  
-0.8097,7.6061,12.9327  
-0.5252,7.4620,12.8530  
-0.5252,7.5380,12.8530  
-0.5515,7.5963,12.8118  
-0.5918,7.6095,12.7486  
-0.6273,7.5715,12.6931  
-0.6412,7.5000,12.6712  
-0.6273,7.4285,12.6931  
-0.5918,7.3905,12.7486  
-0.5515,7.4037,12.8118  
-0.0048,7.5500,13.1768  
-0.0048,7.4500,13.1768  
0.0034,7.5500,13.2310  
0.0034,7.4500,13.2310  
0.3020,8.0500,11.0000  
0.3020,8.0500,11.7654  
0.3020,6.9500,11.0000  
0.3020,6.9500,11.7654  
-0.7126,8.0500,11.0000  
-0.7126,6.9500,11.0000  
-0.0373,6.9500,11.7654  
-0.1472,6.9500,12.7076  
-0.0373,8.0500,11.7654  
-1.9200,7.5500,11.7479  
-1.9200,7.4500,11.7479  
-1.8463,7.5500,11.7405  
-1.8463,7.4500,11.7405  
-0.4497,7.5500,12.1678  
-0.4497,7.4500,12.1678  
-0.5089,7.5500,12.1129  
-0.5089,7.4500,12.1129  
-0.5696,7.5500,12.0612  
-0.5696,7.4500,12.0612  
-0.6983,7.4500,11.9653  
-0.7166,7.4500,11.9530  
-0.7166,7.5500,11.9530  
-0.6983,7.5500,11.9653  
-0.7637,7.5500,11.9227  
-0.7637,7.4500,11.9227  
-0.8117,7.5500,11.8939  
-0.8117,7.4500,11.8939  
-0.8606,7.5500,11.8665  
-0.8606,7.4500,11.8665  
-1.0198,7.4500,11.7899  
-1.0782,7.4500,11.7662  
-1.0782,7.5500,11.7662  
-1.0198,7.5500,11.7899  
-1.1374,7.5500,11.7446  
-1.1374,7.4500,11.7446  
-1.1973,7.5500,11.7249  
-1.1973,7.4500,11.7249  
-1.3979,7.4500,11.6748  
-1.4750,7.4500,11.6617  
-1.4750,7.5500,11.6617  
-1.3979,7.5500,11.6748  
-1.5526,7.4500,11.6518  
-1.5526,7.5500,11.6518  
-1.6306,7.5500,11.6452  
-1.6306,7.4500,11.6452  
-1.8123,7.5500,11.6424  
-1.8123,7.4500,11.6424  
-2.0069,7.4500,11.6591  
-2.0712,7.4500,11.6691  
-2.0712,7.5500,11.6691  
-2.0069,7.5500,11.6591  
-2.1987,7.5500,11.6960  
-2.1987,7.4500,11.6960  
-2.3239,7.4500,11.7316  
-2.3855,7.4500,11.7527  
-2.3855,7.5500,11.7527  
-2.3239,7.5500,11.7316  
-0.6987,7.4500,11.9658  
-0.9929,7.4500,11.8906  
-1.0483,7.4500,11.8665  
-1.3642,7.4500,11.7699  
-1.4367,7.4500,11.7567  
-0.5701,7.4500,12.0617  
-0.4501,7.4500,12.1683  
-0.9929,7.5500,11.8906  
-1.0483,7.5500,11.8665  
-1.4367,7.5500,11.7567  
-1.3642,7.5500,11.7699  
-0.6730,7.2341,12.0062  
-0.6140,7.0420,12.0986  
-0.5271,6.8911,12.2348  
-0.4201,6.7947,12.4026  
-0.3025,6.7616,12.5869  
-0.1849,6.7947,12.7713  
-0.0778,6.8911,12.9391  
0.0090,7.0420,13.0753  
0.0680,7.2341,13.1677  
0.0937,7.4500,13.2080  
-0.4098,7.2021,12.2421  
-0.4098,6.9580,12.3257  
-0.2602,6.9600,12.5194  
-0.2034,6.9543,12.6139  
-0.1755,6.9087,12.6951  
-0.1472,6.9709,12.7076  
-0.0053,7.1064,12.9677  
-0.0053,7.2211,12.9007  
-0.0053,7.3463,12.8578  
0.0268,7.4500,12.9328  
-0.0809,7.4500,12.6708  
-0.1342,7.2843,12.5960  
-0.1319,7.4500,12.5762  
-0.1394,7.1234,12.6401  
-0.0803,7.4500,12.6705  
1.1758,7.4500,13.0491  
-0.0803,7.5500,12.6705  
1.1758,7.5500,13.0491  
-0.0365,7.5500,12.5848  
1.1758,7.5500,12.9503  
-0.0365,7.4500,12.5848  
1.1758,7.4500,12.9503  
1.1758,7.5500,12.4277  
1.1758,7.4500,12.4277  
1.5434,7.5500,12.0426  
1.7450,7.5500,12.0426  
1.5434,7.4500,12.0426  
1.7450,7.4500,12.0426  
1.1758,7.5500,12.2771  
1.1758,7.4500,12.2771  
1.7450,7.5500,13.2836  
1.7450,7.4500,13.2836  
1.5434,7.5500,13.2836  
1.5434,7.4500,13.2836  
1.1758,7.5500,12.3707  
-0.0643,7.5500,11.9969  
1.1758,7.4500,12.3707  
-0.0643,7.4500,11.9969  
-0.0538,7.5500,11.9065  
-0.0538,7.4500,11.9065  
-0.1297,7.5500,12.5568  
-0.1297,7.4500,12.5568  
0.0275,7.4500,12.9326  
0.0275,7.5500,12.9326  
0.0944,7.5500,13.2079  
0.0978,7.5500,13.2297  
0.0978,7.4500,13.2297  
0.0944,7.4500,13.2079  
0.1054,7.4500,13.2852  
0.1054,7.5500,13.2852  
0.1113,7.4500,13.3409  
0.1113,7.5500,13.3409  
0.1156,7.5500,13.3967  
0.1180,7.5500,13.5734  
0.1180,7.4500,13.5734  
0.1156,7.4500,13.3967  
0.1148,7.4500,13.6363  
0.1148,7.5500,13.6363  
0.1095,7.4500,13.6991  
0.1095,7.5500,13.6991  
0.1021,7.5500,13.7617  
0.0629,7.5500,13.9648  
0.0629,7.4500,13.9648  
0.1021,7.4500,13.7617  
0.0423,7.4500,14.0402  
0.0423,7.5500,14.0402  
0.0186,7.5500,14.1148  
-0.0083,7.5500,14.1883  
-0.0083,7.4500,14.1883  
0.0186,7.4500,14.1148  
-0.0823,7.4500,14.3543  
-0.0823,7.5500,14.3543  
-0.1795,7.5500,14.5237  
-0.2157,7.5500,14.5777  
-0.2157,7.4500,14.5777  
-0.1795,7.4500,14.5237  
-0.2938,7.4500,14.6820  
-0.2938,7.5500,14.6820  
-0.3789,7.5500,14.7805  
-0.4240,7.5500,14.8276  
-0.4240,7.4500,14.8276  
-0.3789,7.4500,14.7805  
2.4500,10.0000,4.0000  
2.4500,10.0000,6.5000  
1.9500,10.0000,4.0000  
1.9500,10.0000,6.5000  
2.4500,8.9000,6.5000  
1.9500,8.9000,6.5000  
2.4500,8.9000,4.0000  
1.9500,8.9000,4.0000  
2.4500,8.9000,7.6000  
2.4500,10.0000,7.6000  
1.9500,8.9000,7.6000  
1.9500,10.0000,7.6000  
2.4500,10.0000,9.1000  
1.9500,10.0000,9.1000  
2.4500,8.9000,9.1000  
1.9500,8.9000,9.1000  
2.4500,8.7000,4.0000  
2.4500,8.7000,11.0000  
2.4500,10.2000,4.0000  
2.4500,10.2000,11.0000  
2.5000,8.7000,11.0000  
2.5000,8.7000,4.0000  
2.5000,10.2000,4.0000  
2.5000,10.2000,11.0000  
-6.0000,11.7500,-0.0000  
-6.0000,3.2500,-0.0000  
-6.0000,11.7500,11.0000  
-6.0000,3.2500,11.0000  
0.8000,3.3000,0.6000  
0.8000,3.3000,2.1000  
0.8000,3.8000,0.6000  
0.8000,3.8000,2.1000  
-0.3000,3.3000,2.1000  
-0.3000,3.8000,2.1000  
-0.3000,3.3000,0.6000  
-0.3000,3.8000,0.6000  
0.8000,3.3000,4.1000  
0.8000,3.3000,5.6000  
0.8000,3.8000,4.1000  
0.8000,3.8000,5.6000  
-0.3000,3.3000,5.6000  
-0.3000,3.8000,5.6000  
-0.3000,3.3000,4.1000  
-0.3000,3.8000,4.1000  
0.8000,3.3000,7.6000  
0.8000,3.3000,9.1000  
0.8000,3.8000,7.6000  
0.8000,3.8000,9.1000  
-0.3000,3.3000,9.1000  
-0.3000,3.8000,9.1000  
-0.3000,3.3000,7.6000  
-0.3000,3.8000,7.6000  
1.0000,3.2500,0.0000  
1.0000,3.2500,11.0000  
1.0000,3.3000,0.0000  
1.0000,3.3000,11.0000  
-0.5000,3.2500,11.0000  
-0.5000,3.2500,-0.0000  
-0.5000,3.3000,11.0000  
-0.5000,3.3000,-0.0000  
2.5000,3.2500,0.0000  
2.5000,3.2500,11.0000  
-4.5000,11.7000,11.0000  
-3.0000,11.7000,11.0000  
2.5000,11.7500,11.0000  
-3.0000,11.7500,11.0000  
-4.5000,11.7500,11.0000  
-4.3000,11.7000,7.6000  
-4.3000,11.7000,9.1000  
-4.3000,11.2000,7.6000  
-4.3000,11.2000,9.1000  
-3.2000,11.7000,9.1000  
-3.2000,11.2000,9.1000  
-3.2000,11.7000,7.6000  
-3.2000,11.2000,7.6000  
-4.3000,11.7000,0.6000  
-4.3000,11.7000,2.1000  
-4.3000,11.2000,0.6000  
-4.3000,11.2000,2.1000  
-3.2000,11.7000,2.1000  
-3.2000,11.2000,2.1000  
-3.2000,11.7000,0.6000  
-3.2000,11.2000,0.6000  
-4.3000,11.7000,4.1000  
-4.3000,11.7000,5.6000  
-4.3000,11.2000,4.1000  
-4.3000,11.2000,5.6000  
-3.2000,11.7000,5.6000  
-3.2000,11.2000,5.6000  
-3.2000,11.7000,4.1000  
-3.2000,11.2000,4.1000  
-4.5000,11.7500,-0.0000  
-4.5000,11.7000,-0.0000  
-3.0000,11.7500,-0.0000  
-3.0000,11.7000,-0.0000  
2.5000,11.7500,0.0000  
1.1435,-8.7518,9.5601  
1.1453,-8.7546,9.5587  
1.1422,-8.7387,9.5334  
1.1485,-8.7581,9.5535  
1.1474,-8.7463,9.5294  
1.1487,-8.7598,9.5570  
1.1452,-8.7554,9.5633  
1.1492,-8.7612,9.5602  
1.1372,-8.7610,9.5444  
1.1063,-8.7849,9.5500  
-0.4422,-9.8410,9.5573  
1.1069,-8.7864,9.5536  
-0.4639,-9.8606,9.5666  
1.1430,-8.7512,9.5584  
1.1438,-8.7532,9.5631  
1.1440,-8.7536,9.5642  
-0.4474,-9.8335,9.5613  
-0.4691,-9.8531,9.5706  
1.1320,-8.7535,9.5483  
1.1005,-8.7770,9.5525  
1.1012,-8.7790,9.5572  
2.2751,-10.0167,7.7156  
2.2722,-10.0187,7.7152  
2.2631,-10.0176,7.7212  
2.2513,-10.0243,7.7210  
2.2395,-10.0310,7.7209  
2.2277,-10.0376,7.7208  
-0.2618,-6.7365,9.3817  
-0.2700,-6.7441,9.3806  
-0.2781,-6.7516,9.3795  
-0.2431,-6.7147,9.3844  
-0.2537,-6.7220,9.3829  
-0.2536,-6.7290,9.3829  
-0.2781,-6.7513,9.3779  
-0.2781,-6.7510,9.3764  
-0.2781,-6.7506,9.3749  
-0.2405,-6.7176,9.3801  
2.2705,-10.0107,7.7187  
-0.2580,-6.7320,9.3777  
-0.2479,-6.7227,9.3791  
-0.2681,-6.7413,9.3763  
2.2274,-10.0370,7.7198  
2.2271,-10.0363,7.7188  
2.2268,-10.0357,7.7177  
2.2676,-10.0127,7.7183  
2.2540,-10.0204,7.7180  
2.2404,-10.0281,7.7178  
-0.9986,-8.8224,9.8747  
-0.8490,-8.5859,9.7760  
-1.0333,-8.3737,9.8976  
-0.8500,-8.1741,9.7766  
-0.9986,-7.9250,9.8747  
-0.7878,-7.7691,9.7356  
-0.8957,-7.4916,9.8068  
-0.6646,-7.3848,9.6542  
-0.7281,-7.0883,9.6961  
-0.4845,-7.0341,9.5353  
-0.5015,-6.7287,9.5465  
-0.7849,-8.9905,9.7336  
-0.8957,-9.2558,9.8068  
-0.6598,-9.3740,9.6511  
-0.7281,-9.6591,9.6961  
-0.4781,-9.7235,9.5311  
-0.5015,-10.0187,9.5465  
-0.2458,-10.0269,9.3777  
-0.2236,-10.3223,9.3630  
0.0290,-10.2741,9.1963  
0.0961,-10.5595,9.1520  
0.3371,-10.4565,8.9929  
0.4468,-10.7222,8.9204  
0.6679,-10.5680,8.7744  
0.8164,-10.8050,8.6764  
1.0102,-10.6047,8.5485  
1.1924,-10.8050,8.4281  
1.3522,-10.5655,8.3226  
1.5620,-10.7222,8.1841  
1.6825,-10.4515,8.1046  
1.9127,-10.5595,7.9526  
1.9896,-10.2668,7.9018  
2.2324,-10.3223,7.7415  
2.5103,-10.0187,7.5580  
2.4969,-9.7075,7.5669  
2.7369,-9.6591,7.4084  
2.6756,-9.3571,7.4489  
2.9045,-9.2558,7.2978  
2.7977,-8.9734,7.3682  
3.0074,-8.8224,7.2298  
2.8591,-8.5693,7.3277  
3.0421,-8.3737,7.2069  
2.8576,-8.1587,7.3287  
3.0074,-7.9250,7.2298  
2.7933,-7.7553,7.3712  
2.9045,-7.4916,7.2978  
2.6684,-7.3729,7.4536  
2.7369,-7.0883,7.4084  
2.4871,-7.0243,7.5733  
2.5103,-6.7287,7.5580  
2.2556,-6.7215,7.7262  
2.2324,-6.4251,7.7415  
1.9817,-6.4747,7.9070  
1.9127,-6.1879,7.9526  
1.6747,-6.2922,8.1097  
1.5620,-6.0252,8.1841  
1.3449,-6.1803,8.3274  
1.1924,-5.9424,8.4281  
1.0037,-6.1426,8.5528  
0.8164,-5.9424,8.6764  
0.6624,-6.1806,8.7781  
0.4468,-6.0252,8.9204  
0.3327,-6.2929,8.9957  
0.0961,-6.1879,9.1520  
0.0258,-6.4756,9.1984  
-0.2236,-6.4251,9.3630  
-8.0000,-13.7500,3.8000  
-8.0000,-7.2500,3.8000  
-8.0000,-13.7500,0.0000  
-8.0000,-7.2500,0.0000  
-1.1000,-13.7500,2.7000  
4.5000,-13.7500,3.8000  
3.0000,-13.7500,2.7000  
4.0000,-13.7500,2.7000  
-7.9000,-13.7500,1.2000  
-7.9000,-13.7500,2.7000  
-6.5000,-13.7500,2.7000  
4.5000,-13.7500,-0.0000  
-1.1000,-13.7500,1.2000  
-2.5000,-13.7500,1.2000  
-6.5000,-13.7500,1.2000  
-2.5000,-13.7500,2.7000  
4.0000,-13.7500,1.2000  
3.0000,-13.7500,1.2000  
-6.5000,-7.2500,0.0000  
4.5000,-3.2500,-0.0000  
-6.5000,-3.2500,0.0000  
-6.5000,-7.2500,3.8000  
-7.9000,-13.2500,1.2000  
-6.5000,-13.2500,1.2000  
-7.9000,-13.2500,2.7000  
-6.5000,-13.2500,2.7000  
-2.5000,-13.2500,1.2000  
-1.1000,-13.2500,1.2000  
-2.5000,-13.2500,2.7000  
-1.1000,-13.2500,2.7000  
3.0000,-13.2500,1.2000  
4.0000,-13.2500,1.2000  
3.0000,-13.2500,2.7000  
4.0000,-13.2500,2.7000  
4.5000,-6.4927,3.2349  
4.5000,-7.7927,3.2270  
4.5000,-6.4927,2.5970  
4.5000,-7.7927,2.5970  
4.5000,-9.7927,2.5970  
4.5000,-11.0927,2.5970  
4.5000,-11.0927,3.2270  
4.5000,-9.7927,3.2270  
4.5000,-3.2500,3.8000  
4.5000,-4.4500,3.2349  
4.5000,-4.4500,2.5970  
4.5000,-13.0927,2.5970  
4.5000,-13.0927,3.2270  
-6.5000,-3.2500,3.8000  
-8.2000,-7.0500,4.0000  
-6.7000,-7.0500,4.0000  
-8.2000,-7.0500,3.8000  
-6.7000,-7.0500,3.8000  
-6.7000,-3.0500,4.0000  
-6.7000,-3.0500,3.8000  
1.2000,-3.0500,4.0000  
4.7000,-3.0500,3.8000  
-1.3000,-3.0500,4.0000  
4.7000,-3.0500,4.0000  
4.7000,-13.9500,4.0000  
4.7000,-13.9500,3.8000  
-8.2000,-13.9500,4.0000  
-8.2000,-13.9500,3.8000  
-1.3000,-13.9500,4.0000  
1.2000,-13.9500,4.0000  
1.2000,-13.9500,5.5000  
-1.3000,-13.9500,5.5000  
-2.2324,-9.4455,4.0000  
-2.3500,-9.4837,4.0000  
-2.4676,-9.4455,4.0000  
-2.5402,-9.3455,4.0000  
-2.5402,-9.2219,4.0000  
-2.5402,-7.4455,4.0000  
-2.4676,-9.1219,4.0000  
-2.4676,-7.5455,4.0000  
-2.3500,-7.5837,4.0000  
-2.3500,-9.0837,4.0000  
-2.2324,-9.1219,4.0000  
-2.2324,-7.5455,4.0000  
-2.1598,-9.2219,4.0000  
-2.1598,-7.4455,4.0000  
-2.1598,-7.3219,4.0000  
-2.2324,-7.2219,4.0000  
-2.3500,-7.1837,4.0000  
-2.4676,-7.2219,4.0000  
-2.5402,-7.3219,4.0000  
-2.1598,-9.3455,4.0000  
2.1324,-7.5455,4.0000  
2.1324,-9.1219,4.0000  
2.2500,-7.5837,4.0000  
2.2500,-9.0837,4.0000  
2.3676,-9.1219,4.0000  
2.0598,-9.2219,4.0000  
2.0598,-7.4455,4.0000  
2.0598,-7.3219,4.0000  
2.1324,-7.2219,4.0000  
2.2500,-7.1837,4.0000  
2.3676,-7.2219,4.0000  
2.4402,-7.3219,4.0000  
2.4402,-7.4455,4.0000  
2.4402,-9.2219,4.0000  
2.3676,-7.5455,4.0000  
2.3676,-9.4455,4.0000  
2.2500,-9.4837,4.0000  
2.1324,-9.4455,4.0000  
2.0598,-9.3455,4.0000  
2.4402,-9.3455,4.0000  
1.0565,-7.6643,5.5000  
1.3000,-7.6237,5.5000  
1.2000,-5.3737,5.5000  
1.5435,-7.6643,5.5000  
1.7607,-7.7818,5.5000  
2.9500,-7.3737,5.5000  
1.9279,-7.9635,5.5000  
2.0271,-8.1896,5.5000  
2.0474,-8.4356,5.5000  
2.9500,-9.3737,5.5000  
1.9868,-8.6750,5.5000  
1.8518,-8.8817,5.5000  
1.2000,-11.3737,5.5000  
1.6570,-9.0333,5.5000  
1.4234,-9.1135,5.5000  
1.1766,-9.1135,5.5000  
0.9430,-9.0333,5.5000  
0.7482,-8.8817,5.5000  
-1.3000,-11.3737,5.5000  
0.6132,-8.6750,5.5000  
0.5526,-8.4356,5.5000  
-1.3000,-5.3737,5.5000  
0.5729,-8.1896,5.5000  
0.6721,-7.9635,5.5000  
0.8393,-7.7818,5.5000  
1.2000,-3.0500,5.5000  
-1.3000,-3.0500,5.5000  
-3.0500,-7.3737,5.5000  
-3.0500,-9.3737,5.5000  
-1.3000,-0.5196,4.0000  
1.2000,-0.5196,4.0000  
1.2000,-5.3737,5.3000  
1.2000,-11.3737,5.3000  
-1.3000,-11.3737,5.3000  
-1.3000,-5.3737,5.3000  
2.3676,-7.5455,5.3000  
2.3676,-9.1219,5.3000  
2.2500,-7.5837,5.3000  
2.2500,-9.0837,5.3000  
2.1324,-9.1219,5.3000  
2.4402,-7.4455,5.3000  
2.4402,-9.2219,5.3000  
2.9500,-7.3737,5.3000  
2.9500,-9.3737,5.3000  
2.4402,-7.3219,5.3000  
2.3676,-7.2219,5.3000  
2.2500,-7.1837,5.3000  
2.1324,-7.2219,5.3000  
2.0598,-7.3219,5.3000  
2.0598,-7.4455,5.3000  
2.0598,-9.2219,5.3000  
2.1324,-7.5455,5.3000  
2.1324,-9.4455,5.3000  
2.2500,-9.4837,5.3000  
2.3676,-9.4455,5.3000  
2.4402,-9.3455,5.3000  
2.0598,-9.3455,5.3000  
-2.4676,-9.4455,5.3000  
-2.3500,-9.4837,5.3000  
-2.2324,-9.4455,5.3000  
-2.1598,-9.3455,5.3000  
-2.1598,-9.2219,5.3000  
-2.1598,-7.4455,5.3000  
-2.1598,-7.3219,5.3000  
-2.2324,-7.5455,5.3000  
-2.2324,-9.1219,5.3000  
-2.3500,-7.5837,5.3000  
-2.3500,-9.0837,5.3000  
-2.4676,-9.1219,5.3000  
-2.5402,-9.2219,5.3000  
-2.5402,-7.4455,5.3000  
-2.4676,-7.5455,5.3000  
-2.5402,-9.3455,5.3000  
-3.0500,-9.3737,5.3000  
-3.0500,-7.3737,5.3000  
-2.5402,-7.3219,5.3000  
-2.4676,-7.2219,5.3000  
-2.3500,-7.1837,5.3000  
-2.2324,-7.2219,5.3000  
-1.0394,-8.1775,9.8595  
-1.0394,-8.3342,9.8807  
-1.0394,-8.4920,9.8736  
-1.1595,-8.3536,9.4476  
-1.1595,-8.4338,9.4440  
-1.2000,-8.3737,9.0000  
-1.0394,-7.8880,9.7358  
-1.0394,-8.0272,9.8107  
-1.1595,-8.1976,9.4120  
-1.1595,-8.2740,9.4368  
-0.8435,-7.3328,9.7562  
-1.0394,-7.6605,9.5182  
-1.0394,-7.7645,9.6372  
-1.1595,-8.0112,9.2634  
-1.1595,-8.0641,9.3239  
-0.5782,-6.7832,9.4389  
-0.8435,-7.2145,9.5582  
-1.0394,-7.5794,9.3825  
-1.1595,-7.9700,9.1944  
-0.5782,-6.7304,9.1479  
-0.8435,-7.0923,9.1153  
-0.8435,-7.0923,8.8847  
-1.0394,-7.4957,8.9210  
-1.0394,-7.5239,8.7655  
-1.1595,-7.9418,8.8808  
-1.1595,-7.9700,8.8056  
-0.2521,-6.4218,9.1757  
-0.2521,-6.4218,8.8243  
0.1243,-6.1763,8.8022  
-0.2521,-6.4845,8.4786  
0.1243,-6.2469,8.4130  
-0.2521,-6.6080,8.1497  
0.1243,-6.3859,8.0427  
-0.2521,-6.7882,7.8480  
0.1243,-6.5888,7.7032  
-0.2521,-7.0193,7.5834  
0.1243,-6.8490,7.4053  
-0.2521,-7.2940,7.3644  
0.1243,-7.1583,7.1587  
-0.2521,-7.6034,7.1979  
0.1243,-7.5066,6.9713  
-0.2521,-7.9376,7.0893  
0.1243,-7.8828,6.8490  
-0.2521,-8.2858,7.0421  
0.1243,-8.2747,6.7959  
-0.2521,-8.6368,7.0579  
0.1243,-8.6699,6.8137  
-0.2521,-8.9793,7.1361  
0.1243,-9.0555,6.9017  
-0.2521,-9.3024,7.2742  
0.1243,-9.4192,7.0572  
-0.2521,-9.5956,7.4677  
0.1243,-9.7493,7.2751  
0.1243,-10.0339,7.5470  
0.5387,-10.1654,7.4315  
0.5387,-10.4179,7.7786  
0.9778,-10.5019,7.7284  
0.5387,-10.6031,8.1633  
0.9778,-10.6948,8.1289  
0.5387,-10.7167,8.5748  
0.9778,-10.8130,8.5573  
1.4274,-10.7113,8.1227  
1.4274,-10.5170,7.7194  
1.8728,-10.4627,7.7519  
1.8728,-10.2040,7.3963  
2.2996,-10.0970,7.4897  
1.8728,-9.8910,7.0974  
2.2996,-9.8024,7.2085  
2.2996,-9.4595,6.9822  
2.6941,-9.3571,7.1726  
2.6941,-9.0150,7.0264  
2.6941,-9.0113,7.0252  
2.6941,-8.6523,6.9436  
2.2996,-9.0727,6.8178  
2.2996,-8.6813,6.7293  
1.9279,-8.7839,6.6152  
2.0271,-8.5578,6.6152  
0.5387,-6.0020,8.7865  
0.5387,-6.0782,8.3665  
0.5387,-6.2283,7.9668  
0.5387,-6.4472,7.6003  
0.5387,-6.7281,7.2788  
0.5387,-7.0619,7.0127  
0.5387,-7.4378,6.8104  
0.5387,-7.8438,6.6784  
0.5387,-8.2669,6.6211  
0.5387,-8.6933,6.6403  
0.5387,-9.1096,6.7353  
0.5387,-9.5021,6.9031  
0.5387,-9.8584,7.1382  
0.9778,-10.2388,7.3667  
0.9778,-5.9839,8.3405  
0.9778,-6.1401,7.9243  
1.4274,-6.1242,7.9167  
0.9778,-6.3680,7.5428  
1.4274,-6.3538,7.5324  
0.9778,-6.6605,7.2081  
1.4274,-6.6483,7.1954  
0.9778,-7.0079,6.9310  
1.4274,-6.9982,6.9163  
0.9778,-7.3993,6.7203  
1.4274,-7.3924,6.7042  
1.1766,-7.6339,6.6152  
1.4234,-7.6339,6.6152  
1.6570,-7.7141,6.6152  
1.8728,-7.4173,6.7623  
1.8728,-7.8322,6.6275  
2.2996,-7.4731,6.8930  
2.2996,-7.8638,6.7660  
2.6941,-7.5581,7.0918  
2.6941,-7.9119,6.9768  
2.6941,-8.2806,6.9269  
1.8728,-6.1812,7.9441  
1.8728,-6.4050,7.5696  
1.8728,-6.6920,7.2411  
1.8728,-7.0331,6.9691  
2.2996,-6.5199,7.6531  
2.2996,-6.7902,7.3438  
2.2996,-7.1114,7.0876  
2.6941,-7.2305,7.2681  
2.6941,-9.6676,7.3776  
0.1243,-10.5445,8.6061  
0.1243,-10.4393,8.2248  
0.1243,-10.2677,7.8684  
-0.2521,-9.8487,7.7095  
-0.5782,-9.4024,7.7100  
-0.5782,-9.1556,7.5471  
-0.5782,-8.8836,7.4308  
-0.5782,-8.5952,7.3650  
-0.5782,-8.2997,7.3517  
-0.5782,-8.0066,7.3914  
-0.5782,-7.7252,7.4828  
-0.5782,-7.4648,7.6230  
-0.5782,-7.2335,7.8074  
-0.5782,-7.0389,8.0302  
-0.5782,-6.8872,8.2841  
-0.5782,-6.7832,8.5611  
-0.5782,-6.7304,8.8521  
0.1243,-10.5800,9.0000  
-0.2521,-10.3335,9.0000  
-0.2521,-10.3020,9.3499  
-0.5782,-9.9971,9.2946  
-0.5782,-9.9184,9.5797  
-0.8435,-9.5783,9.4521  
-0.8435,-9.4782,9.6599  
-1.0394,-9.0376,9.5800  
-1.0394,-8.9234,9.6893  
-1.1595,-8.6531,9.3503  
-1.1595,-8.5860,9.3946  
-1.0394,-8.7915,9.7763  
-1.1595,-8.5122,9.4261  
-1.0394,-8.6461,9.8385  
1.5435,-9.0831,6.6152  
1.4274,-9.1243,6.6187  
1.3000,-9.1237,6.6152  
1.4274,-9.1452,6.6254  
0.9778,-9.1398,6.6422  
0.9778,-9.5485,6.8169  
1.7607,-8.9656,6.6152  
1.8728,-9.1107,6.6808  
1.8728,-9.1257,6.6856  
1.4274,-9.5568,6.8014  
0.9778,-9.9194,7.0617  
2.2996,-9.0818,6.8207  
1.8728,-9.5269,6.8571  
2.2996,-8.2709,6.7109  
2.0474,-8.3118,6.6152  
1.9868,-8.0724,6.6152  
1.8518,-7.8657,6.6152  
0.9430,-7.7141,6.6152  
0.7482,-7.8657,6.6152  
0.6132,-8.0724,6.6152  
0.5526,-8.3118,6.6152  
0.5729,-8.5578,6.6152  
0.6721,-8.7839,6.6152  
0.8393,-8.9656,6.6152  
1.0565,-9.0831,6.6152  
-1.1595,-8.8218,9.0000  
-1.1595,-8.8146,8.9200  
-1.1595,-8.7932,8.8426  
-1.1595,-8.7583,8.7702  
-1.1595,-8.6531,8.6497  
-1.1595,-8.5860,8.6054  
-1.1595,-8.5122,8.5739  
-1.1595,-8.4338,8.5560  
-1.1595,-8.3536,8.5524  
-1.1595,-8.2740,8.5632  
-1.1595,-8.1976,8.5880  
-1.1595,-8.1269,8.6261  
-1.1595,-8.0641,8.6761  
-1.1595,-8.0112,8.7366  
-1.1595,-7.9275,8.9598  
-1.1595,-7.9275,9.0402  
-1.1595,-7.9418,9.1192  
-1.1595,-8.1269,9.3739  
-1.1595,-8.7111,9.2948  
-1.1595,-8.7583,9.2298  
-1.1595,-8.7932,9.1574  
-1.1595,-8.8146,9.0800  
-0.2521,-10.3020,8.6501  
-0.2521,-10.2086,8.3114  
-0.2521,-10.0561,7.9948  
-0.5782,-9.6156,7.9137  
-0.8435,-9.1759,7.9941  
-0.8435,-8.9834,7.8670  
-0.8435,-8.7713,7.7764  
-0.8435,-8.5464,7.7250  
-0.8435,-8.3160,7.7147  
-0.8435,-8.0874,7.7457  
-0.8435,-7.8680,7.8169  
-0.8435,-7.6649,7.9262  
-0.8435,-7.4846,8.0701  
-0.8435,-7.3328,8.2438  
-0.8435,-7.2145,8.4418  
-0.8435,-7.1335,8.6577  
